tag_name_verbose,addresses,tag_type_verbose,tag_subtype_verbose
Nexo,1yBdrG7JWNdHJ4kvj6xCSee3cRxpYZXiw4QezEpzUqHm6vn,Exchange,Mandatory KYC and AML
Okx.com,1yBHmqz78ptGvT2uqSE5h7bmuiAZt16Dro6WXuoCxRsUTv9,Exchange,Optional KYC and AML
Nexo,1yBDgwKVT7jqjZG3PrGLiySEoddghpigEGpywia1BCab6YU,Exchange,Mandatory KYC and AML
OkCoin.com,1yAsXqUUivFbvQfaVhy7Wjp8qbyBdfqDeW56sCjc9bie7NT,Exchange,Mandatory KYC and AML
FTX.COM,1yArjpUHzEc2k9m6yC5rKK1uYs6S7EKDLPxub6mr5nm3sJW,Exchange,Mandatory KYC and AML
Gate.io,1yAVpUtwVVwFhGRFoHc1wWiJCzqEtcozwQjccKAGELH5eoQ,Exchange,Mandatory KYC and AML
Okx.com,1yAVMVisRrBFaZkrQE1BMHjBpcom6imwEE1YVqm4ywC1w8b,Exchange,Optional KYC and AML
Phemex,1yASbfFtuP5ByEkXqiDqET5k3hYVMcPEFwZ67ckh1wUFskH,Exchange,Optional KYC and AML
HitBTC,1yASS67NWgT6Gc5F4cY17D4Xm5EnE3fxHeP1KWCqjDAJ8uo,Exchange,Mandatory KYC and AML
Huobi.com,1yABe3D38PMhyxmFU7jCNjoPxnuNiTjqtT4WvfSc6uXK1Ys,Exchange,Mandatory KYC and AML
MEXC Global,1y9tD6f5wcvNWtrLc12CgkkuaznkFrKdxRLBA5xXKLPHc3r,Exchange,Mandatory KYC and AML
Fixedfloat,1y9kTKm9gQuxjodK44Hd2dViSMRkjE1VcyR2grvrT3VNoJ7,Exchange,Optional KYC and AML
OceanEx,1y9gAtnQUhvt7ZhnCXjdY6pzCqvSmyiSeFTv77o4F4PtxQx,Exchange,Mandatory KYC and AML
FTX.COM,1y914KKewSC4CtLqFnb4NNYzXhCERQhePaK6eWxMkR13Mdj,Exchange,Mandatory KYC and AML
Fixedfloat,1y8iKsH3GQCKxoLsSGvV6NnFkKX6bGc8XdJb6YHb5ZB3Nm1,Exchange,Optional KYC and AML
Binance.com,1y8hWQP86C7hd22suvNVjfxxmfBgn7RN6ipkSG7nwCK883M,Exchange,Mandatory KYC and AML
Nexo,1y8ZXPcDbo1K2exQ4nDv1nEb1x7djLekZkHdCMRAoWoMRCb,Exchange,Mandatory KYC and AML
Fixedfloat,1y8PnjU1zDGyg7LbATuBNnnFzHUWsaoNqQfZ1Y84bQdeiVq,Exchange,Optional KYC and AML
Nexo,1y818d1QjfZy2hPLRe3RQM6n1xzdtsEf7pm2kjEKUwG57Hj,Exchange,Mandatory KYC and AML
CEX.IO,1y7yMW8omC19eoqUYicEhZxTaDhwTva4hMUK9fJQTa5WtMa,Exchange,Mandatory KYC and AML
Nexo,1y7quCnciJAE3RRj6AdJ22sBxbAJhdZoTvY2K2YPnS2CoSL,Exchange,Mandatory KYC and AML
Nexo,1y7TD1WKBGDHcGSPvyusWMdq7i5rbydSzG36VRs2HnkFicv,Exchange,Mandatory KYC and AML
Bitkub,1y7AYjEYqKVyUX46tB4pmSWqPMhg4kZvupo7xsT3Q34CCsh,Exchange,Optional KYC and AML
Nexo,1y6bwwEJxKHKvweBhk4vFKA6QxbQ6fuJRfe9gynCf5FjxBS,Exchange,Mandatory KYC and AML
Gate.io,1y5pNz5Qgf297j7xpofLLzMCuXBoCvXWY8WowUC9mT1v5CX,Exchange,Mandatory KYC and AML
Nexo,1y5jaHqFW339zvnKsUJMwmV1gLJWUHPq5s5kugueAkuVfjJ,Exchange,Mandatory KYC and AML
Gate.io,1y5J5hPb8jy1mdBHxZDynaE1sTAbHVKYB9o5Y5WjyEvgeYZ,Exchange,Mandatory KYC and AML
FTX.COM,1y5255e9mrLfnK5JzMzkkLfTATVyHvfmVgsPvakn6a6nePp,Exchange,Mandatory KYC and AML
Huobi.com,1y4ruT2LSfz5LmbFSK8v6qRcaLFPTC6x1fCkgB2QzC1yw5y,Exchange,Mandatory KYC and AML
ByBit.com,1y4rDy1gqvMiEbkUtnszZ7T3KHGQ8JwhBeRVymJyncgQVhJ,Exchange,Optional KYC and AML
Bitkub,1y4djotAkWj5HBvw4WZcaPVC8qYrJyJ55jcEiSr6K63TSr8,Exchange,Optional KYC and AML
Binance.com,1y4Vq45CwT7YsFyhD7WggFEbFJCR9S7PSihQ9QTgxHnznWc,Exchange,Mandatory KYC and AML
Hotbit,1y4TWWSkX7cKateoXKsXWmAV2euiBxfu4286jujvSw5JciH,Exchange,Optional KYC and AML
ByBit.com,1y4EBpL6hv8ukpnjXDVbbpi1X1UAbHJvzwth2dD1rA3jtEf,Exchange,Optional KYC and AML
Nexo,1y3wBYTWpQbrmR3WUrVP3keon1dQevmHCqfuqynC5DS8qvZ,Exchange,Mandatory KYC and AML
ByBit.com,1y3qs43fiiijJeJFoB53jZfterVYTnXCDGjbqzPXTo73sCV,Exchange,Optional KYC and AML
Nexo,1y2qiQNkdfQH2CrnzyWKCwojCPp2kg3RbZhsPc49W2Yv5Jh,Exchange,Mandatory KYC and AML
Nexo,1y2h5Ppq6V8maV1avndanmt9ndT8tFd9sKnztHsTCGdPt1H,Exchange,Mandatory KYC and AML
Nexo,1y2fu61x6NojpJnZZ82oGx6Tozgwuo3faDYCHVM99MX2RSG,Exchange,Mandatory KYC and AML
Bitget.com,1y2dGFChus7DCYNxmpN5mmsaTzFTzyYk12CfQa6ejoJL5yA,Exchange,Optional KYC and AML
Hotbit,1y2DSeKWzmZV6KayVp7SkjxKBJZcwQkukL7B1pQ4CriMp9f,Exchange,Optional KYC and AML
Huobi.com,1y21f9XPyWcSENYaYkLDQNXucko5a3qRK5xqxFKB4HVduoP,Exchange,Mandatory KYC and AML
HitBTC,1y1giFa36qHexqhKjh3QFUKY48Jupe7kd4CzSK7e2Z1d7NQ,Exchange,Mandatory KYC and AML
FTX.COM,1y1fobo3RmHLEtsyagb4PchHX4g4GTPdjmoShi8fRYUjLNf,Exchange,Mandatory KYC and AML
Nexo,1y1dh5SNJvrTjKbP1qbx9FAytqvZvs4H5kBeSKydRf3UkMS,Exchange,Mandatory KYC and AML
Gate.io,1y1dVhoNa4CUUYDqShKuboKFce1JrDjD2JCTXW1SgQi9yab,Exchange,Mandatory KYC and AML
Okx.com,1y1Wc3J11UDksVVZLULbcrGUoe4jtVnrk1aFSGrFbnVyHK7,Exchange,Optional KYC and AML
Nexo,1y1K1RArdqiH3JzyQMSAyjGv4tvBbdEtvwsRNgzZq3dQnJo,Exchange,Mandatory KYC and AML
Nexo,1y1JX964FpAMEo3bJDcYCAggUbtGqUq66yqEXfmfxpbNYpN,Exchange,Mandatory KYC and AML
MEXC Global,1y1GKkN9cWYsC4TeJmW8r5hnDdtwnAFCz5EsSaF7eknQDiN,Exchange,Mandatory KYC and AML
Okx.com,1y1EPyVqmcTUCVf1BK7VfuiGrHCTPfoiFYZDkZUMhPJTXUS,Exchange,Optional KYC and AML
Okx.com,1y1964h5i525XihaQrWGZEavCGPKfqVZygVhfjuu41Jg6SW,Exchange,Optional KYC and AML
Nexo,1xzrPK5SQzNGxae2vZKybajm2unfrvFJJ3BUMNaWjkBmxuh,Exchange,Mandatory KYC and AML
Okx.com,1xzpM6zdtmSWQzvEPY7uwNttvecfbRNPjkbsstHPnnXdYMr,Exchange,Optional KYC and AML
ByBit.com,1xzgTMBMoeNQ3pc8EezHvHdtkaVsRGxuaoXfnXm7NfZ1Cxf,Exchange,Optional KYC and AML
ByBit.com,1xzPLEY8vv93z6tji3eoRuvs8hvZoTVfuNwG3ziaaoa6r74,Exchange,Optional KYC and AML
Hotbit,1xzLS3cq7QewoMAN234NieMkXHyyjVy9F2uwXbUtmTGuj5P,Exchange,Optional KYC and AML
MEXC Global,1xzDb7XUakjixYvTZQcGAbi5uUBieBMZau1u68AQiLpWEC9,Exchange,Mandatory KYC and AML
Nexo,1xzCyUw488r2ESSFmULMFSSpy4aBPwCNJ2pr1oN37CNMzDh,Exchange,Mandatory KYC and AML
MEXC Global,1xydJoKneqmEiYqpwnxq2oDv3jZfGiEiTPDbjZPoRsjKRuF,Exchange,Mandatory KYC and AML
Nexo,1xyHbDwonxxCHj6nKMVJG685emmLUXCakpvxAYYWZhP6Cbd,Exchange,Mandatory KYC and AML
Huobi.com,1xyDowWVV1Cj2nskXRC4QRCP8SrPtxAJfttAN1DaFMAQkE8,Exchange,Mandatory KYC and AML
HitBTC,1xy9hgHf8uCqASW8NQb2PD3kT77VRbBasPJNepjSDtQrGJL,Exchange,Mandatory KYC and AML
Okx.com,1xxk5LF3XtLNCQeSewBQYQz5hfkHqNsn8saAgKGLQ4PGCXP,Exchange,Optional KYC and AML
Nexo,1xxbVpmQW2SRuLbNkZUVJbwfdv98bSWHGVE2vKXurabnwSs,Exchange,Mandatory KYC and AML
WhiteBIT,1xxaY8oVojNQGJFLnA5NVWoXdw5xrjzcoDT36Kfirijwp1S,Exchange,Mandatory KYC and AML
Okx.com,1xxPXUsP5ngYC1keRZ74k59MfZifWb45RgFWoTrzQarPcBY,Exchange,Optional KYC and AML
MEXC Global,1xx5aagHNx1Qtpi4hAytyLJvhqFR3NSmaSr3iV99brVZDSC,Exchange,Mandatory KYC and AML
Hotbit,1xx5VYMa3SiJhH1a6CJB6V6pHqqWrCFrir9EfsooYBFAY7m,Exchange,Optional KYC and AML
MEXC Global,1xx2PgJdMrneQezP9DYiFESXueRA928BtGHNqzYdrFcnydo,Exchange,Mandatory KYC and AML
WhiteBIT,1xx1yhgfvQKdDmrP3HYjzEnyvDX7icEmm2nmUp3yiDZcZXX,Exchange,Mandatory KYC and AML
Nexo,1xwuNect7ySe1LAWC94VfJMDdGTJqJgq8qBCXfiGTPnXZ5Z,Exchange,Mandatory KYC and AML
Nexo,1xwaWt7zuxRGtKNH6dE5rAEprMyhPuxz61eYP4oyamBkSnk,Exchange,Mandatory KYC and AML
Binance.com,1xwXcPcvFkKrUyxN41VnuGVwp49zZqLMLgecdJnkTncMy1m,Exchange,Mandatory KYC and AML
Nexo,1xwPX1m5fRF419MYVvffZKbuxDqcYhAnF4Hy9JgvVzyFuWh,Exchange,Mandatory KYC and AML
Okx.com,1xwKxowdFH7cwbqBgztVxbpjjrLcKnE6ma8hEUYFUTeVXVk,Exchange,Optional KYC and AML
Bitkub,1xwJGEjT9PJi8pFCfAC6B2LfEhEMmrTsmRGMtXPpHmfA1Rw,Exchange,Optional KYC and AML
Gate.io,1xw6YAZcCiHqCnBdLwnXVWHTe6XUDBsDoSBMyDvWnkvHHgg,Exchange,Mandatory KYC and AML
Nexo,1xvp5dejWFMFSAhqNdNCt9BuFwuGhkVPoYJ9QYmLTGWtAxf,Exchange,Mandatory KYC and AML
Okx.com,1xvSky3pZtnswnb2v3wGoK6BfNX4JCXwGweJSvBF39mwBqo,Exchange,Optional KYC and AML
OkCoin.com,1xux9BFjxjPxUHRJHde2H9C2gVogM4jPoMm3Jx7ii1R71vY,Exchange,Mandatory KYC and AML
Nexo,1xugeF5WZSWuEHwibnR9zuN36yDYi49ALZMLhiCeiD3CD7Y,Exchange,Mandatory KYC and AML
MEXC Global,1xudJniTr2a8SnaYUDqDSF2cY3LkTPnfRw4ZjcBVkqu69qB,Exchange,Mandatory KYC and AML
Bittrex,1xudA9ppjKMY824WvJ9X9VRCvAWSSQey8Fj6jnu64Wi2nSZ,Exchange,Mandatory KYC and AML
Nexo,1xu4qLpFyvrfoALqyJVnayVnKAVaAGS5sNqtRYRXUF55W5R,Exchange,Mandatory KYC and AML
Bitkub,1xtzm85rkn9wRTjZtNnemrGCTpTXoNTeDMFDQ3pTH5qRrWx,Exchange,Optional KYC and AML
FTX.COM,1xtsPuWZ9XTMXp8GHfYsCFT52bgnBc7aUhSXcM8WycoE2k1,Exchange,Mandatory KYC and AML
Okx.com,1xtqZJvJHtdMwTpo55eBedrKcG3fZjyXpVhSRSR4ZfTSU1Q,Exchange,Optional KYC and AML
Binance.com,1xtSgTURPjx7iyjQ9jJQUzpoTLnRAFrDFPFR5dzSYbyYmmH,Exchange,Mandatory KYC and AML
Huobi.com,1xswp7zSHB6AhLPG7aJ3FB6zRp2cyVgUEuYBDdmmowjJVys,Exchange,Mandatory KYC and AML
Bitkub,1xsKwsmG6bJ749jVGenHdfHsx5bGHwogGk72kiwB6iktdw8,Exchange,Optional KYC and AML
Nexo,1xsEhX5BmEn49V2E7AoHvsvBNy9dpC9KQxFgYPSAhSTGoUn,Exchange,Mandatory KYC and AML
MEXC Global,1xsDRGHQ7yoLCWMMKmZkAAXnBwugYDG9VXuGQyDNKfGqRFi,Exchange,Mandatory KYC and AML
ByBit.com,1xs7QymJXwu9YyGVsxAMAF9dNB2H6T75Eae8MQ5gpccTbkp,Exchange,Optional KYC and AML
FTX.COM,1xrzurM9ydx9v1j5tMkk9DFtDNDmhswRQhRWRjUmLg1vDNk,Exchange,Mandatory KYC and AML
Binance.com,1xrznmdtgLDPCVfyv6od8TWdt2bmFdkx2bTRPGaJCzbruaJ,Exchange,Mandatory KYC and AML
MEXC Global,1xrtdUZCeFkqrP3LudPRt6jJArVoVFFHNoYemZRocDNBjhj,Exchange,Mandatory KYC and AML
Bittrex,1xrqpGBEQVXjmcQPrc8SCwQ4JGxaj8FV5oZ21maWBMo3Rxz,Exchange,Mandatory KYC and AML
WhiteBIT,1xrqUG7cQaYXCxo5EQc4zSY4y9Jyz4EiCVMxyY69YU614sT,Exchange,Mandatory KYC and AML
Okx.com,1xrk5mpPBUQaSuYB6s8siFmtVCzWhiLHQhpEsjEaxHaJyUb,Exchange,Optional KYC and AML
Okx.com,1xraUYAHCvYyknbfyhKKsmZ2gEEhSbC5qAWTzCujGanjifL,Exchange,Optional KYC and AML
Okx.com,1xrXLhddzCkNv5ApC2iigHc7GbZsjAbFZxsSLfdAsWoGRVy,Exchange,Optional KYC and AML
Okx.com,1xrV69UCdjxANPfbqPKuRUdYcJE7APnXnozw8nPn1sGctZo,Exchange,Optional KYC and AML
Bitkub,1xrSNk6NUnGS2dBvzRs9AhEpqYqeRvCoHFUFfYpkSo5bXi6,Exchange,Optional KYC and AML
Nexo,1xrH8Bc4ezEXMxiWaH6XDyEf9ngKe5GMyDGeVjXsEXWKftA,Exchange,Mandatory KYC and AML
Bittrex,1xrA8TSU6cP4VJc4MzibXrcCNsg7L2LNFXsBeFqBCY7osoo,Exchange,Mandatory KYC and AML
MEXC Global,1xr7PQ2QK7ofpdBemRyqwVaRYFYYDn7DasYyW4RBr7rrohC,Exchange,Mandatory KYC and AML
HitBTC,1xqWkvTqYuM7UCmAcPCxt579qKP6SvesFY87EYNekrX6Qu3,Exchange,Mandatory KYC and AML
WhiteBIT,1xqDUUxrSX9ccRtZbDnKkghuLm8AAXKDnghVETB5kN4Vk9n,Exchange,Mandatory KYC and AML
Okx.com,1xqCeS39ua246CnjKF3tNLmFdHAtvJqBq3whFxmpDisVgEn,Exchange,Optional KYC and AML
Bitrue,1xq4jbybfGWW3W2FuZRAnTGr3A8FiXwUNce8yntMsPyejHx,Exchange,Mandatory KYC and AML
Binance.com,1xp9aF7f9rotnU8GU5UgQtbmnsfqsx3AfLqfqSWu9ETEt2n,Exchange,Mandatory KYC and AML
WhiteBIT,1xp58NtuxcJTyvZ36f868UYvBmDMPeMXpMZDZy3RtgppKKX,Exchange,Mandatory KYC and AML
Nexo,1xp3NUyTxiAVWKhkQwvasSD9j46whCb1hCczP7G1Wn4T22s,Exchange,Mandatory KYC and AML
WhiteBIT,1xoyYtbJTNbs6WVzCs4tgSvFxusZWSXuw1uqrD7jBrKVvp1,Exchange,Mandatory KYC and AML
Okx.com,1xoq7fzR3uE9KWmLMMwWbnmES6jj9nLbPW6HhAMYxVaH71x,Exchange,Optional KYC and AML
Bitkub,1xoWvmUwRvuacunza8UGAWnNG8WPhfus8rFDmXymdgkbxH4,Exchange,Optional KYC and AML
Nexo,1xoRD1ghxex4gNXebJd6W2rukNnFBUawbxZWRyEoRHQ6FY4,Exchange,Mandatory KYC and AML
FTX.COM,1xoMW3BabN36QxNiQ48haPjPwSv79cdjjn4Qvu3k7YHqMhx,Exchange,Mandatory KYC and AML
HitBTC,1xoCt425Umf72irPv3gAY2gZqhgjLFhM6MUv73MwFnabv4x,Exchange,Mandatory KYC and AML
Okx.com,1xnaP9QehJH2Rz9FQpNucXrhag5gP3mVibzqmfhNMPfnFVV,Exchange,Optional KYC and AML
Binance.com,1xnRqDteF4NiDUw2E6tvu28bqDup7oUDYLXVcBWTtZoApAw,Exchange,Mandatory KYC and AML
ByBit.com,1xn3MtFGVNSmavApzv878GuDaskWYQGgUjUChs9aJJ3af3F,Exchange,Optional KYC and AML
MEXC Global,1xmLjTyDBkmSrEsxYbtBZ9pRpVNLiyZPWQT5NGSoTjEemTt,Exchange,Mandatory KYC and AML
Okx.com,1xm8pizpP2PEJbwzBdAHn6yhxAFGcvzdrsrpENeUrJYqShU,Exchange,Optional KYC and AML
Okx.com,1xm6VnD6kNDBb8BUS6HMK5DWmttKxZk7LUJvvxGHtGRa9AC,Exchange,Optional KYC and AML
Huobi.com,1xkMSRJ6AoBVFWDMBmZQ7U1HS72MuoifudVxNT5JXvxWpMD,Exchange,Mandatory KYC and AML
WhiteBIT,1xjxiYGgPHpgnGGsJT3F4CdguxcsoFh581vrE84hRSnxr97,Exchange,Mandatory KYC and AML
FTX.COM,1xjuqmn5APKn6Pf7sL5fTyHNSQVAShmVYv1NBQjQzALPoQR,Exchange,Mandatory KYC and AML
MEXC Global,1xjhxGsQ3wpK9q28nw7E5P4nadRfPpAsmi3A1uC7VJvGTcN,Exchange,Mandatory KYC and AML
Huobi.com,1xjKWJHKknRS76s2yzWPD14dDWeL79bj7CHrLc61aybqSHC,Exchange,Mandatory KYC and AML
Binance.com,1xjAhcbVNPK7uFPBf6nfZqaJNh1xvSgixi7jC1YcrUWxjvH,Exchange,Mandatory KYC and AML
MEXC Global,1xij87ay3XVxmS3rG1us3qDLZ8RRsZuf4ZwMEZVoDBN7sYA,Exchange,Mandatory KYC and AML
Huobi.com,1xiVnwsuhV3xY8otCWJMu4WGW4h41WP9Jq6KQgYxquhaFzf,Exchange,Mandatory KYC and AML
Bitkub,1xhz2QkdjGrYKqJ1yNgiLJE2tt2NjyWgapraSoYitWq5Nxu,Exchange,Optional KYC and AML
Huobi.com,1xhPLJ1CH1TVMPAUjkEDud7DsKjZkGw88gjwARrG11PvSBJ,Exchange,Mandatory KYC and AML
Okx.com,1xh7wnTk1S53ECs2P19e1aMbHvEmBixaJqR61KZUMcZuPrU,Exchange,Optional KYC and AML
Okx.com,1xgTwoz6qXYboNdFBMPhZXLJNUF3uWMEk3c7NT6DUqmfHA8,Exchange,Optional KYC and AML
Gate.io,1xgNMCyjua5endFjVoEAPhYCCEVVuNquHTJDFV4VR7h2Rr5,Exchange,Mandatory KYC and AML
AEX,1xgKEA5t4XdiDgcChMZUu17NfZbhJuXVyMmU9u113TmH86P,Exchange,Optional KYC and AML
Nexo,1xg6xq1RcAyxzSZJyV9bgsjmB61fr24DfG2AN9NeVPezNsj,Exchange,Mandatory KYC and AML
MEXC Global,1xfmWK5934Pzu6v2w2y1bn3NtuBSXquPMdknr6qDhTsfiMs,Exchange,Mandatory KYC and AML
Okx.com,1xfkF9rjTsD7XEtr1ftX3PizWR9LatEfGoh4UJAyQstzuD8,Exchange,Optional KYC and AML
Nexo,1xfhyxQazNypK2mm7D4NtFU5gCJ8fFRu6XvE6TyVLmfGYoF,Exchange,Mandatory KYC and AML
Bitkub,1xfZuaaHyCXPSKhHs3cpmwi8qqsDu6Am8afdV9hbNpoGLTk,Exchange,Optional KYC and AML
Nexo,1xfNguaHv6AMQGL79Jq1AvqfRtdrYA6SoVrBqtzddG11LsH,Exchange,Mandatory KYC and AML
FTX.COM,1xfJWq1xzaDonD7FLfTtyMG6Ja1o9aNrKnC7E9yRn7mrqPN,Exchange,Mandatory KYC and AML
Binance.com,1xfAZRCz7ygHhxQffwDDfxbbrWD9EA45uwATVPnLan9ajzi,Exchange,Mandatory KYC and AML
Nexo,1xf68jWc2W1xRuYRFwSJXCcE85D5r4iiowNvSB4ihMYnemU,Exchange,Mandatory KYC and AML
ByBit.com,1xf1gp7TsHP5dQmtoV55QfUswUnaKG4rsqQqtxzrDMdo1rS,Exchange,Optional KYC and AML
Nexo,1xecvCHghiK4HxU9DJubfn11SDimh2BdmkcnQx24cyKyJob,Exchange,Mandatory KYC and AML
MEXC Global,1xeFZz4RMBBVSQzNKxxC5MtpdUQin4vSBboW41Xj8DWucBJ,Exchange,Mandatory KYC and AML
Nexo,1xeCqNSELo1omqEXUdQEHjeJ3itPuKJv1Uanj2hzdDPMkwa,Exchange,Mandatory KYC and AML
Gate.io,1xe1cS7nmFEcBcUfCKFeT7S676uK7khXSSPh2mFtsJsHtGp,Exchange,Mandatory KYC and AML
Okx.com,1xdnH9PgfC7PYTn2GT6dxGEaaxgyG8gSCBZcgiJfSxkVTb4,Exchange,Optional KYC and AML
MEXC Global,1xdUHtP4Ad3L6efcXF4E3hwufpDuPr5pAfV9NqiyMZDXCse,Exchange,Mandatory KYC and AML
Binance.com,1xdHQEvh8A2HzkPPvRBMTNmbp4UahEE3KmH45SgPWiWBvUN,Exchange,Mandatory KYC and AML
OkCoin.com,1xdASwZwiG7b8PTTuDQLGXNWn1oLaGqGxMTCStjYAn63imi,Exchange,Mandatory KYC and AML
HitBTC,1xd9hBw8S2V4gCwtwy8TYVjWo6BmM1r9tu1MnT6atFCEmVv,Exchange,Mandatory KYC and AML
Nexo,1xd8id3uqkSXYYWUt2i9vVWTQgu3ewG4vx6eYs19DkNbUud,Exchange,Mandatory KYC and AML
Nexo,1xd8hU7F4N4Sbx624d9Zv7HaHgVz4MmP9r4Vzytzxd52C4N,Exchange,Mandatory KYC and AML
MEXC Global,1xczTrgWAg7VAAHyjwv1dE5cSyv5cr2VcjM9qTLg98BZbEo,Exchange,Mandatory KYC and AML
Nexo,1xcyEGLfAUChRDarmEVzXRTMsya2RGxC9krsL1w9zjvGqTV,Exchange,Mandatory KYC and AML
Fixedfloat,1xcncARdwizcBPdk9oVT5xvcSRecrhbRABFh2owk1bL5KKA,Exchange,Optional KYC and AML
Binance.com,1xchxH3nink9hCQ1vALBKuqFmVsapN3TyJ4xnmd8U7VXUGz,Exchange,Mandatory KYC and AML
Okx.com,1xcY8QxvjLEkGQ68zjVaFi4TQ7cAsSsKaE1qxjD38dN2GGt,Exchange,Optional KYC and AML
Okx.com,1xcMB5c1y3qHwVApFhZvRnLHFdS8mfJ2VMK4fLPvVUdffb4,Exchange,Optional KYC and AML
Nexo,1xbu6W51hL7pJ2mSLkWy2EPJULGcVUHKSvAfVuxYRMLQfXY,Exchange,Mandatory KYC and AML
MEXC Global,1xbWCV6coCtcTZHhKBqVfAzbks5A2tnnYJEHpQhhazCAf88,Exchange,Mandatory KYC and AML
Nexo,1xbRbGSbsMufQmRojB6Ri3iCi2WQybqfunsacax9EUZ6fmb,Exchange,Mandatory KYC and AML
Okx.com,1xbAj98MYPfuSDtpPMJsXPaTYQxMKse2v2d7xyujsn9Le3N,Exchange,Optional KYC and AML
Nexo,1xauYdW2v5afkbqdmzyWMthMR6o18NQepjfAWN3emHStXoh,Exchange,Mandatory KYC and AML
Okx.com,1xarKhrnk2EBaDu5fUGsETnFmxHX4eNcJ62Yj593MeHbCeL,Exchange,Optional KYC and AML
Huobi.com,1xanUxoLyPtaCLgLMLL5eMRENGhuJ9QQQKpUumTfDfQiEMZ,Exchange,Mandatory KYC and AML
Nexo,1xagGANqTfkgZqF7LX2oBTnk86RPQMCJqwMnoLUexx5awEn,Exchange,Mandatory KYC and AML
Huobi.com,1xafXtzC8kWUekUuBVMF9NKp4KB5SqorNbFeW4HfpdHPYMt,Exchange,Mandatory KYC and AML
Nexo,1xaSP8f8Nm94KnKBPt298sRSnV8UZnWFsU7gmVingDW5TXh,Exchange,Mandatory KYC and AML
ByBit.com,1xaMRkerQNR2o8jWaFHeHQKZBrAkLmmrV7g744b5cq3bDCb,Exchange,Optional KYC and AML
MEXC Global,1xaFSKYyHAaco55Bi7BVtvQ1tHPiJLPf4AidpRESgWTp41y,Exchange,Mandatory KYC and AML
Okx.com,1xa819eDgrwvjxtUB9Aqo5Eg8nQPZiC47cPXijRuTxamqGR,Exchange,Optional KYC and AML
Okx.com,1xZjGZTUx9rsS5cRrg63N3bWqHu5tahnDftciS35JjiozqD,Exchange,Optional KYC and AML
FTX.COM,1xZScrjxukbE7K55d9ifEha4RHGAaXkqE8RfqVktuh4w1SW,Exchange,Mandatory KYC and AML
Bitkub,1xZR9hXWBEjacMUgLqXRZKKrXt8kTRHj5DWdrnXMxSgui8n,Exchange,Optional KYC and AML
WhiteBIT,1xZG1LaZHJcM89DaS9nggNZL8LUwn549bVEqkEUgkgNcSJ3,Exchange,Mandatory KYC and AML
Okx.com,1xZ9jgWARjnmq5WsoLecFowHHHj239BoSsN74RJunDVJoNe,Exchange,Optional KYC and AML
Huobi.com,1xYkVM3Ju8GwqWkJLNgZ1cJ3ERHjjKdMhtA4huT3GRUvwT5,Exchange,Mandatory KYC and AML
WhiteBIT,1xYbbUqUEQhMMVMURUpZYsHKtTDaPcP3wGrZCkjaqSJSZpY,Exchange,Mandatory KYC and AML
Blockchain.com,1xYNHuAePYMCV579k2HTfCQDA7yp8eHh4AZTSvoZ1nqAHfN,Exchange,Mandatory KYC and AML
Nexo,1xYByjyxEuPDeJzaikmgoEw9TzmHG2SN563s4f77pUzpYZz,Exchange,Mandatory KYC and AML
Okx.com,1xY7vJnoPAQG3dLZc1LFnkXAU4noEixK4xjjF8Xv82fNG2W,Exchange,Optional KYC and AML
SwissBorg.com,1xXbYy1V5Sc3EQZ76wmcWy4gXTSyLbzgdDNJtGT6jEcL2z7,Service,Financial Service
Huobi.com,1xXLM2t7jb72HmAYqFDDeBLqrZNcZdUnSe216DkhJkMcCuj,Exchange,Mandatory KYC and AML
Bitget.com,1xXGSh8qN5Nv46KWvjgfTF1vP7cTDanEUdhQirThTczBs12,Exchange,Optional KYC and AML
ByBit.com,1xXABG3bNKjFBUGdVU2UqjkGeKuF8pbXkm6yPvGTGfmECmx,Exchange,Optional KYC and AML
OkCoin.com,1xXA7E3U5tZ5pCm1ZgQhCB1Zk2ydz6RNi9Y6KRxfHDouVdf,Exchange,Mandatory KYC and AML
Nexo,1xWtbhVHtyYPAzrSAzszDt8F4p23h4stgPGHaY7HKtrdVD3,Exchange,Mandatory KYC and AML
Okx.com,1xWm53nSV8Qx3GPYygMhmSYbps4x4us6ZbVoeznQTwRfKEY,Exchange,Optional KYC and AML
CoinEx,1xWWmTBe8UPuP6bjwa5D7qzzYPaNi9ZP5wNaFPksjT8Wniq,Exchange,Mandatory KYC and AML
Nexo,1xWQjpc8aEawvAx17FodRcYkBrpK3bYTmL2QZ5insWSj5uh,Exchange,Mandatory KYC and AML
Nexo,1xWAcTJfd4gY7pBUWTo9mNmabEwZUFGJtgbG1eigHPnkEym,Exchange,Mandatory KYC and AML
Nexo,1xW4BwohyGH3qYFUkPqUUvz15DjWDes6MgJZxyMapoxWEgV,Exchange,Mandatory KYC and AML
ByBit.com,1xVu99fY8jDC8YKaUKyqi3nbs35c6ZY7HXeDARi92wSoP2n,Exchange,Optional KYC and AML
FTX.COM,1xVsBv5w5bpPhMRSaHdvUt5bZn4ZD3R4HAE5HZCs4fDxbpu,Exchange,Mandatory KYC and AML
WhiteBIT,1xVhP1ceL3eLHZvcJSoTbRQ5YPiH9N37KECPxs5Tz7HV5je,Exchange,Mandatory KYC and AML
WhiteBIT,1xVfhAHepVw5QXoVHEwqUCxwzf57Ce4J1cSJTW9kqAAMYXU,Exchange,Mandatory KYC and AML
